"audio","length","trial_start","trial_end","understand","angry","intend","hostile","blame","subID"
"audio/2.wav",38,114.257109291008,152.26908925001,8,4.5,4.5,3.6,2.7,"19"
"audio/3.wav",40,187.503831957991,227.515980750002,9,6.3,0.9,1.8,0.9,"19"
"audio/4.wav",33,266.289012875,299.296827750019,8,6.3,6.3,5.4,7.2,"19"
"audio/5.wav",43,333.304809291003,376.318716250011,9,9,3.6,2.7,4.5,"19"
"audio/6.wav",34,416.976739916019,450.984685666015,9,8.1,9,7.2,5.4,"19"
"audio/7.wav",45,484.688682915992,529.700933707994,9,5.4,6.3,2.7,8.1,"19"
"audio/8.wav",40,571.801990875014,611.808961625007,9,3.6,9,7.2,2.7,"19"
"audio/9.wav",38,646.944639791007,684.952377500013,9,3.6,5.4,1.8,4.5,"19"
"audio/10.wav",38,725.675599540991,763.683264374995,9,7.2,7.2,3.6,9,"19"
"audio/11.wav",27,797.170880624995,824.178525458003,9,2.7,4.5,2.7,2.7,"19"
"audio/12.wav",39,856.96174870801,895.968796083005,9,8.1,3.6,4.5,7.2,"19"
"audio/13.wav",40,937.953486540995,977.960920458019,9,4.5,1.8,0.9,1.8,"19"
"audio/14.wav",43,1012.53745366601,1055.54668379101,9,7.2,3.6,4.5,6.3,"19"
"audio/15.wav",19,1101.65117516601,1120.65944362502,9,3.6,4.5,3.6,1.8,"19"
"audio/16.wav",42,1153.42688787502,1195.43521829101,9,9,3.6,1.8,6.3,"19"
"audio/17.wav",38,1229.761114833,1267.76837441602,9,8.1,4.5,6.3,9,"19"
"audio/18.wav",39,1301.10827112501,1340.116090583,0,7.2,5.4,4.5,6.3,"19"
"audio/19.wav",44,1392.874830416,1436.88310391601,9,7.2,3.6,1.8,5.4,"19"
"audio/20.wav",46,1467.17946029099,1513.19187745801,9,8.1,6.3,1.8,9,"19"
"audio/21.wav",42,1551.747201958,1593.756455208,9,7.2,9,2.7,3.6,"19"
"audio/1.wav",42,29.9313170829555,71.9988305830047,8,7.2,4.5,3.6,6.3,"20"
"audio/2.wav",38,151.635979749961,189.652088165982,9,7.2,5.4,4.5,6.3,"20"
"audio/3.wav",40,251.115331207984,291.132928332954,9,7.2,4.5,3.6,7.2,"20"
"audio/4.wav",33,344.38851791597,377.396011707955,7,8.1,6.3,7.2,8.1,"20"
"audio/5.wav",43,426.981236041,469.999608082988,9,7.2,5.4,4.5,6.3,"20"
"audio/6.wav",34,521.339808958,555.348334165988,9,6.3,6.3,4.5,6.3,"20"
"audio/7.wav",45,602.123008165974,647.136269249953,8,7.2,4.5,5.4,7.2,"20"
"audio/8.wav",40,698.156009499973,738.164166540955,8,6.3,4.5,3.6,4.5,"20"
"audio/9.wav",38,780.276168999961,818.28435045795,9,4.5,3.6,3.6,3.6,"20"
"audio/10.wav",38,862.53948024998,900.546738832956,8,4.5,3.6,3.6,3.6,"20"
"audio/11.wav",27,943.027903040987,970.035053625004,8,3.6,2.7,2.7,2.7,"20"
"audio/12.wav",39,1003.37880091596,1042.38636854099,9,2.7,2.7,2.7,2.7,"20"
"audio/13.wav",40,1081.30040604097,1121.30920716596,9,3.6,3.6,3.6,4.5,"20"
"audio/14.wav",43,1164.31646833295,1207.32536454097,8,7.2,4.5,3.6,6.3,"20"
"audio/15.wav",19,1255.39669158298,1274.40475024999,9,7.2,4.5,3.6,6.3,"20"
"audio/16.wav",42,1312.60377637501,1354.61300395796,8,7.2,4.5,3.6,7.2,"20"
"audio/17.wav",38,1399.38069058297,1437.38717870798,9,6.3,4.5,2.7,5.4,"20"
"audio/18.wav",39,1479.83813704096,1518.84590954101,9,6.3,4.5,3.6,4.5,"20"
"audio/19.wav",44,1563.21922912495,1607.22794274997,8,6.3,3.6,2.7,4.5,"20"
"audio/20.wav",46,1643.22028304095,1689.238013416,9,7.2,4.5,3.6,6.3,"20"
"audio/21.wav",42,1726.98084162496,1768.98917429097,8,6.3,3.6,2.7,4.5,"20"
"audio/1.wav",42,21.900728291017,63.991769040993,9,8.1,3.6,7.2,8.1,"21"
"audio/2.wav",38,122.541599958029,160.559257832996,9,3.6,3.6,0.9,4.5,"21"
"audio/3.wav",40,207.140966458013,247.154436665995,9,1.8,1.8,1.8,3.6,"21"
"audio/4.wav",33,285.102058249991,318.110208916012,8,2.7,3.6,0.9,4.5,"21"
"audio/5.wav",43,361.286500541028,404.297864083026,9,7.2,5.4,3.6,8.1,"21"
"audio/6.wav",34,442.053968208027,476.061662374996,9,5.4,6.3,4.5,7.2,"21"
"audio/7.wav",45,516.892934333009,561.905263875029,9,3.6,1.8,1.8,5.4,"21"
"audio/8.wav",40,598.686774250004,638.694873583037,9,1.8,5.4,1.8,4.5,"21"
"audio/9.wav",38,675.855332708044,713.863180458022,9,1.8,3.6,1.8,5.4,"21"
"audio/10.wav",38,750.95717108302,788.96483404102,9,5.4,5.4,3.6,8.1,"21"
"audio/11.wav",27,824.398329625023,851.405229250027,9,5.4,4.5,6.3,6.3,"21"
"audio/12.wav",39,884.262671125005,923.269459958014,9,3.6,2.7,2.7,7.2,"21"
"audio/13.wav",40,959.269634124998,999.277675707999,9,2.7,0.9,1.8,2.7,"21"
"audio/14.wav",43,1036.49409700005,1079.50178941601,9,4.5,3.6,1.8,3.6,"21"
"audio/15.wav",19,1115.22275741602,1134.23072362499,9,2.7,0.9,0.9,2.7,"21"
"audio/16.wav",42,1169.19727983302,1211.20584595803,9,8.1,5.4,2.7,9,"21"
"audio/17.wav",38,1245.91199279099,1283.919818833,9,6.3,6.3,5.4,7.2,"21"
"audio/18.wav",39,1312.70276091603,1351.71115970804,9,8.1,4.5,2.7,7.2,"21"
"audio/19.wav",44,1387.13432587503,1431.14252550004,9,4.5,0.9,1.8,1.8,"21"
"audio/20.wav",46,1465.17537866603,1511.18890125002,9,2.7,0.9,0.9,1.8,"21"
"audio/21.wav",42,1542.51144145802,1584.51992825,9,5.4,0.9,0.9,2.7,"21"
"audio/1.wav",42,20.8766540000001,62.9514839579997,8,2.7,1.8,2.7,2.7,"22"
"audio/2.wav",38,128.907125541,166.91916775,9,1.8,1.8,1.8,1.8,"22"
"audio/3.wav",40,220.715028458,260.725719833,9,1.8,0.9,1.8,1.8,"22"
"audio/4.wav",33,307.60396825,340.611000083,9,3.6,4.5,4.5,4.5,"22"
"audio/5.wav",43,393.41201375,436.4246525,9,2.7,4.5,3.6,1.8,"22"
"audio/6.wav",34,485.211180708,519.218202875,9,3.6,6.3,3.6,2.7,"22"
"audio/7.wav",45,576.139299458,621.152638333,9,1.8,0.9,0.9,1.8,"22"
"audio/8.wav",40,662.555920833,702.56406975,8,2.7,4.5,2.7,2.7,"22"
"audio/9.wav",38,761.636231083,799.645390166,9,1.8,1.8,0.9,1.8,"22"
"audio/10.wav",38,845.340753166,883.348562125,9,2.7,0.9,2.7,1.8,"22"
"audio/11.wav",27,925.917246625,952.924501958,9,1.8,1.8,1.8,1.8,"22"
"audio/12.wav",39,996.908954,1035.91718925,9,2.7,0.9,1.8,2.7,"22"
"audio/13.wav",40,1081.613073208,1121.621025333,9,1.8,1.8,1.8,0.9,"22"
"audio/14.wav",43,1165.877946375,1208.886557375,9,2.7,2.7,2.7,2.7,"22"
"audio/15.wav",19,1252.541224583,1271.549852375,9,0.9,0.9,0.9,0.9,"22"
"audio/16.wav",42,1308.885898666,1350.894459125,9,3.6,2.7,2.7,3.6,"22"
"audio/17.wav",38,1392.965588041,1430.973955666,9,1.8,2.7,4.5,1.8,"22"
"audio/18.wav",39,1478.81204725,1517.819868208,9,5.4,5.4,5.4,2.7,"22"
"audio/19.wav",44,1567.621788875,1611.63003375,9,1.8,0.9,0.9,0.9,"22"
"audio/20.wav",46,1653.939982208,1699.952628416,9,2.7,0.9,0.9,2.7,"22"
"audio/21.wav",42,1738.092939458,1780.10141275,9,2.7,0.9,0.9,0.9,"22"
"audio/1.wav",42,40.6448951659986,82.7148053749988,9,5.4,0.9,0.9,5.4,"23"
"audio/2.wav",38,132.100621624999,170.113940707999,9,2.7,5.4,5.4,5.4,"23"
"audio/3.wav",40,223.764322749999,263.774751207999,9,5.4,1.8,0.9,5.4,"23"
"audio/4.wav",33,309.268296832999,342.275841582999,9,9,9,7.2,9,"23"
"audio/5.wav",43,382.228545165999,425.240192583,9,9,9,8.1,7.2,"23"
"audio/6.wav",34,476.620629166,510.627972875,9,8.1,9,8.1,7.2,"23"
"audio/7.wav",45,549.74118225,594.75404575,9,9,8.1,5.4,9,"23"
"audio/8.wav",40,634.868363083,674.875683082999,9,5.4,5.4,6.3,5.4,"23"
"audio/9.wav",38,712.412479457998,750.421033499999,9,6.3,5.4,6.3,5.4,"23"
"audio/10.wav",38,784.013342374999,822.021097457999,9,9,5.4,5.4,9,"23"
"audio/11.wav",27,863.733202957999,890.739901875,9,8.1,9,9,9,"23"
"audio/12.wav",39,918.813331791,957.821361832999,9,8.1,7.2,6.3,6.3,"23"
"audio/13.wav",40,993.148272375,1033.156189208,9,7.2,5.4,5.4,5.4,"23"
"audio/14.wav",43,1065.436229833,1108.444932958,9,7.2,7.2,6.3,8.1,"23"
"audio/15.wav",19,1143.213955708,1162.221682041,9,5.4,0.9,0.9,1.8,"23"
"audio/16.wav",42,1198.188396833,1240.197481208,9,7.2,6.3,6.3,7.2,"23"
"audio/17.wav",38,1275.390126666,1313.39798775,9,9,9,9,9,"23"
"audio/18.wav",39,1345.565756208,1384.573848958,9,9,9,9,9,"23"
"audio/19.wav",44,1418.246506708,1462.254729708,9,7.2,1.8,2.7,0.9,"23"
"audio/20.wav",46,1499.886189875,1545.898742916,9,9,5.4,2.7,5.4,"23"
"audio/21.wav",42,1579.245466708,1621.253901083,9,8.1,4.5,1.8,1.8,"23"
"audio/1.wav",42,24.1257190830001,66.2149588330012,9,6.3,5.4,4.5,6.3,"24"
"audio/2.wav",38,113.716801625,151.730326875,9,7.2,4.5,3.6,3.6,"24"
"audio/3.wav",40,192.333236167,232.344553958001,9,1.8,2.7,2.7,0.9,"24"
"audio/4.wav",33,271.053511042001,304.060597792,9,7.2,6.3,7.2,7.2,"24"
"audio/5.wav",43,340.734114667001,383.745546375001,9,6.3,6.3,6.3,6.3,"24"
"audio/6.wav",34,419.981952125001,453.990478458001,9,8.1,8.1,7.2,7.2,"24"
"audio/7.wav",45,490.053941333001,535.066876125,9,5.4,4.5,2.7,1.8,"24"
"audio/8.wav",40,569.269699083001,609.278932875,9,6.3,4.5,6.3,6.3,"24"
"audio/9.wav",38,645.646446750001,683.656909958001,9,8.1,6.3,7.2,6.3,"24"
"audio/10.wav",38,723.750883292001,761.758603583001,9,8.1,7.2,6.3,7.2,"24"
"audio/11.wav",27,796.782177167,823.789651625,9,6.3,3.6,2.7,3.6,"24"
"audio/12.wav",39,858.070396875,897.079059708001,9,6.3,5.4,4.5,5.4,"24"
"audio/13.wav",40,933.286519167001,973.295028333001,9,7.2,4.5,4.5,6.3,"24"
"audio/14.wav",43,1006.550763333,1049.559658708,9,6.3,4.5,4.5,5.4,"24"
"audio/15.wav",19,1086.703349375,1105.711595542,9,8.1,7.2,6.3,7.2,"24"
"audio/16.wav",42,1136.879918792,1178.88894725,9,8.1,6.3,7.2,8.1,"24"
"audio/17.wav",38,1210.278797917,1248.286938667,9,5.4,4.5,4.5,4.5,"24"
"audio/18.wav",39,1281.575444833,1320.583470167,9,7.2,7.2,7.2,7.2,"24"
"audio/19.wav",44,1353.935467125,1397.943751708,9,6.3,5.4,4.5,4.5,"24"
"audio/20.wav",46,1427.84037675,1473.853078333,9,7.2,4.5,5.4,4.5,"24"
"audio/21.wav",42,1505.280749958,1547.288148375,9,4.5,4.5,4.5,4.5,"24"
"audio/1.wav",42,27.363577250002,69.4371260420012,9,6.3,0.9,0.9,0.9,"25"
"audio/2.wav",38,109.362147375003,147.376466666999,9,4.5,2.7,1.8,2.7,"25"
"audio/3.wav",40,184.864086292,224.876673167,9,6.3,4.5,3.6,8.1,"25"
"audio/4.wav",33,263.498131542001,296.505677542002,9,7.2,8.1,5.4,8.1,"25"
"audio/5.wav",43,333.304465542002,376.316773667,9,4.5,2.7,1.8,2.7,"25"
"audio/6.wav",34,415.506669292001,449.514429167,9,5.4,7.2,5.4,6.3,"25"
"audio/7.wav",45,491.800964583999,536.813305542,9,2.7,0.9,0.9,4.5,"25"
"audio/8.wav",40,572.177792042003,612.186706417,9,4.5,2.7,0.9,5.4,"25"
"audio/9.wav",38,645.376818334,683.385524125002,9,6.3,1.8,1.8,5.4,"25"
"audio/10.wav",38,720.064951084001,758.073396874999,9,6.3,2.7,1.8,3.6,"25"
"audio/11.wav",27,787.154095917002,814.160461292002,9,3.6,2.7,0.9,3.6,"25"
"audio/12.wav",39,845.553770541999,884.562457333999,9,2.7,0.9,0.9,3.6,"25"
"audio/13.wav",40,917.619526541999,957.628026292001,9,3.6,1.8,0.9,2.7,"25"
"audio/14.wav",43,990.281852333999,1033.291914834,9,4.5,2.7,3.6,3.6,"25"
"audio/15.wav",19,1065.0576235,1084.067026125,9,5.4,7.2,1.8,8.1,"25"
"audio/16.wav",42,1116.578113667,1158.5878635,9,6.3,2.7,2.7,6.3,"25"
"audio/17.wav",38,1197.675118625,1235.68369975,9,7.2,7.2,6.3,6.3,"25"
"audio/18.wav",39,1270.218549375,1309.226317459,9,7.2,3.6,5.4,6.3,"25"
"audio/19.wav",44,1342.563926459,1386.572341709,9,5.4,0.9,1.8,0.9,"25"
"audio/20.wav",46,1417.907986834,1463.920585709,9,6.3,3.6,2.7,7.2,"25"
"audio/21.wav",42,1496.283976625,1538.292082792,9,5.4,5.4,5.4,5.4,"25"
"audio/1.wav",42,23.5741427499997,65.6661620409996,9,8.1,0.9,0.9,5.4,"26"
"audio/2.wav",38,127.109225083,165.122642832999,9,6.3,3.6,4.5,3.6,"26"
"audio/3.wav",40,213.783962625,253.794701458,9,1.8,0.9,0.9,0.9,"26"
"audio/4.wav",33,293.726265916,326.733900625,8,5.4,7.2,6.3,5.4,"26"
"audio/5.wav",43,362.389359541,405.401500999999,9,4.5,3.6,2.7,3.6,"26"
"audio/6.wav",34,441.839590791,475.847572082999,9,2.7,0.9,0.9,0.9,"26"
"audio/7.wav",45,516.656368375,561.669658999999,9,7.2,4.5,2.7,4.5,"26"
"audio/8.wav",40,595.031431458,635.041176166,9,0.9,9,9,0.9,"26"
"audio/9.wav",38,670.582221958,708.590759,9,0.9,9,2.7,0.9,"26"
"audio/10.wav",38,745.784350749999,783.792648082999,8,4.5,3.6,4.5,3.6,"26"
"audio/11.wav",27,814.831904791,841.839559583,9,2.7,9,0.9,0.9,"26"
"audio/12.wav",39,883.728754125,922.736675791,9,8.1,3.6,2.7,7.2,"26"
"audio/13.wav",40,954.958674166,994.967238165999,9,0.9,0.9,0.9,0.9,"26"
"audio/14.wav",43,1020.4970845,1063.505379916,9,0.9,0.9,0.9,0.9,"26"
"audio/15.wav",19,1087.104353166,1106.112848625,9,0.9,0.9,0.9,0.9,"26"
"audio/16.wav",42,1133.8245285,1175.833704708,9,0.9,3.6,2.7,3.6,"26"
"audio/17.wav",38,1211.960908916,1249.969067583,9,6.3,4.5,1.8,6.3,"26"
"audio/18.wav",39,1281.224676958,1320.2327915,9,9,9,8.1,8.1,"26"
"audio/19.wav",44,1352.833460041,1396.841853,9,2.7,0.9,0.9,0.9,"26"
"audio/20.wav",46,1428.06543225,1474.077801,9,3.6,4.5,3.6,4.5,"26"
"audio/21.wav",42,1509.576130083,1551.583717541,9,7.2,5.4,3.6,7.2,"26"
"audio/1.wav",42,21.7750755829984,63.8427592909975,9,8.1,2.7,2.7,6.3,"27"
"audio/2.wav",38,125.831414749999,163.845013624999,7,9,8.1,7.2,9,"27"
"audio/3.wav",40,213.205657374998,253.216172290999,9,3.6,2.7,0.9,2.7,"27"
"audio/4.wav",33,302.831030375,335.838742290998,9,9,9,6.3,9,"27"
"audio/5.wav",43,375.87245725,418.884760375,9,6.3,5.4,5.4,4.5,"27"
"audio/6.wav",34,470.030748916,504.038176374997,9,7.2,7.2,5.4,3.6,"27"
"audio/7.wav",45,549.630583457998,594.642863333,9,5.4,2.7,2.7,3.6,"27"
"audio/8.wav",40,632.41499275,672.423950832999,9,2.7,2.7,1.8,2.7,"27"
"audio/9.wav",38,707.103253457997,745.113903957998,9,3.6,4.5,1.8,1.8,"27"
"audio/10.wav",38,781.767425582999,819.774835,9,6.3,3.6,3.6,3.6,"27"
"audio/11.wav",27,852.415384832999,879.422625499999,9,2.7,1.8,0.9,1.8,"27"
"audio/12.wav",39,915.823288958,954.831685416,9,5.4,1.8,1.8,3.6,"27"
"audio/13.wav",40,988.759471540998,1028.767624708,9,4.5,2.7,1.8,1.8,"27"
"audio/14.wav",43,1065.847782291,1108.856602416,9,5.4,9,6.3,6.3,"27"
"audio/15.wav",19,1142.320389166,1161.32904525,9,3.6,1.8,1.8,1.8,"27"
"audio/16.wav",42,1194.377009541,1236.385619833,9,4.5,1.8,0.9,2.7,"27"
"audio/17.wav",38,1268.481301666,1306.4896125,9,3.6,2.7,1.8,3.6,"27"
"audio/18.wav",39,1344.384357833,1383.391475125,9,7.2,3.6,4.5,4.5,"27"
"audio/19.wav",44,1417.296921208,1461.305832666,9,3.6,2.7,0.9,2.7,"27"
"audio/20.wav",46,1494.264553875,1540.2774155,9,7.2,0.9,2.7,5.4,"27"
"audio/21.wav",42,1569.178773958,1611.1864345,9,9,2.7,6.3,7.2,"27"
"audio/1.wav",42,33.0506393330002,75.1266663329998,9,6.3,5.4,3.6,2.7,"28"
"audio/2.wav",38,147.009985167,185.022636,8,7.2,8.1,8.1,8.1,"28"
"audio/3.wav",40,290.481952875,330.494411125,9,5.4,3.6,1.8,6.3,"28"
"audio/4.wav",33,398.553897542,431.561462458,7,5.4,8.1,8.1,8.1,"28"
"audio/5.wav",43,477.074641917,520.0871765,9,6.3,0.9,1.8,4.5,"28"
"audio/6.wav",34,582.658109542,616.665188583,8,3.6,7.2,6.3,7.2,"28"
"audio/7.wav",45,664.428149083,709.442120833,5,5.4,3.6,3.6,4.5,"28"
"audio/8.wav",40,755.082164375,795.090366708,7,6.3,7.2,7.2,7.2,"28"
"audio/9.wav",38,837.56219475,875.570545042,8,7.2,8.1,9,8.1,"28"
"audio/10.wav",38,916.748008042,954.755902083,9,9,9,9,9,"28"
"audio/11.wav",27,989.777606833,1016.784940958,8,5.4,4.5,5.4,4.5,"28"
"audio/12.wav",39,1059.825368125,1098.833375083,9,8.1,6.3,6.3,9,"28"
"audio/13.wav",40,1139.012389167,1179.021098583,9,8.1,3.6,2.7,6.3,"28"
"audio/14.wav",43,1221.251794292,1264.260503458,9,9,4.5,4.5,8.1,"28"
"audio/15.wav",19,1304.083275833,1323.091994208,9,3.6,9,8.1,8.1,"28"
"audio/16.wav",42,1359.3456545,1401.354118375,9,8.1,6.3,8.1,7.2,"28"
"audio/17.wav",38,1437.371998125,1475.380447833,9,6.3,9,8.1,9,"28"
"audio/18.wav",39,1513.868209292,1552.874845292,9,9,9,9,9,"28"
"audio/19.wav",44,1595.676464625,1639.684759125,9,8.1,5.4,6.3,9,"28"
"audio/20.wav",46,1681.4528905,1727.465783958,9,7.2,9,3.6,9,"28"
"audio/21.wav",42,1767.036753708,1809.04520225,9,5.4,6.3,6.3,9,"28"
"audio/1.wav",42,16.3815423749984,58.6537236669974,7,7.2,4.5,4.5,3.6,"29"
"audio/2.wav",38,107.438238167,145.461753416996,8,6.3,5.4,5.4,8.1,"29"
"audio/3.wav",40,182.701256374996,222.722308499993,9,7.2,7.2,5.4,8.1,"29"
"audio/4.wav",33,256.422025957996,289.439255374993,9,7.2,9,9,8.1,"29"
"audio/5.wav",43,324.172961249998,367.194513082999,8,6.3,7.2,6.3,5.4,"29"
"audio/6.wav",34,400.781151124996,434.794490957996,9,6.3,8.1,7.2,7.2,"29"
"audio/7.wav",45,466.542293957995,511.565448916997,9,4.5,3.6,2.7,4.5,"29"
"audio/8.wav",40,543.205412416995,583.220983374995,9,6.3,7.2,7.2,8.1,"29"
"audio/9.wav",38,612.622309541999,650.638864541994,9,5.4,7.2,6.3,6.3,"29"
"audio/10.wav",38,680.126941499999,718.140436124995,9,7.2,3.6,3.6,6.3,"29"
"audio/11.wav",27,751.933184832997,778.948536207994,8,5.4,6.3,5.4,7.2,"29"
"audio/12.wav",39,811.039323666999,850.053743041994,9,5.4,6.3,6.3,6.3,"29"
"audio/13.wav",40,879.207397832994,919.221671874999,9,6.3,4.5,4.5,6.3,"29"
"audio/14.wav",43,947.4626125,990.481317874997,9,5.4,5.4,4.5,5.4,"29"
"audio/15.wav",19,1019.04756224999,1038.05896033299,9,5.4,4.5,4.5,7.2,"29"
"audio/16.wav",42,1066.94385937499,1108.959866458,9,7.2,6.3,5.4,7.2,"29"
"audio/17.wav",38,1137.25585516699,1175.270725083,9,6.3,7.2,7.2,7.2,"29"
"audio/18.wav",39,1202.04016924999,1241.05495999999,9,5.4,5.4,4.5,5.4,"29"
"audio/19.wav",44,1270.17578370799,1314.191005792,9,4.5,3.6,2.7,3.6,"29"
"audio/20.wav",46,1341.67060275,1387.694275667,9,6.3,4.5,4.5,6.3,"29"
"audio/21.wav",42,1419.280448708,1461.296004917,9,3.6,3.6,2.7,4.5,"29"
"audio/1.wav",42,23.6554170410018,65.7981079160018,9,7.2,2.7,2.7,5.4,"30"
"audio/2.wav",38,112.110935750003,150.137669458003,9,7.2,4.5,4.5,4.5,"30"
"audio/3.wav",40,190.552804416002,230.572898375001,9,6.3,4.5,3.6,6.3,"30"
"audio/4.wav",33,273.223391166,306.239059416002,9,5.4,7.2,4.5,7.2,"30"
"audio/5.wav",43,343.728258166004,386.751926125005,9,5.4,4.5,4.5,5.4,"30"
"audio/6.wav",34,429.439762458001,463.453202750003,9,8.1,7.2,7.2,7.2,"30"
"audio/7.wav",45,497.839769041006,542.862226500001,9,4.5,2.7,3.6,3.6,"30"
"audio/8.wav",40,577.902783041005,617.917611750003,9,4.5,5.4,5.4,5.4,"30"
"audio/9.wav",38,651.688122291001,689.705820499999,9,5.4,4.5,4.5,4.5,"30"
"audio/10.wav",38,725.744994833003,763.758445083004,9,4.5,3.6,3.6,4.5,"30"
"audio/11.wav",27,799.87956275,826.895668458004,9,3.6,3.6,3.6,3.6,"30"
"audio/12.wav",39,861.847728541004,900.862175166003,9,6.3,2.7,4.5,7.2,"30"
"audio/13.wav",40,938.049198708002,978.064286749999,9,5.4,4.5,3.6,5.4,"30"
"audio/14.wav",43,1013.016261958,1056.034605333,9,6.3,5.4,5.4,4.5,"30"
"audio/15.wav",19,1094.160940583,1113.173403041,9,3.6,2.7,2.7,3.6,"30"
"audio/16.wav",42,1146.360832166,1188.376607958,9,8.1,4.5,3.6,7.2,"30"
"audio/17.wav",38,1223.57700200001,1261.59214120801,9,6.3,5.4,5.4,5.4,"30"
"audio/18.wav",39,1294.224413,1333.239006208,9,5.4,4.5,5.4,5.4,"30"
"audio/19.wav",44,1371.729197458,1415.744265416,9,5.4,5.4,5.4,6.3,"30"
"audio/20.wav",46,1456.673688125,1502.694010083,9,6.3,4.5,4.5,5.4,"30"
"audio/21.wav",42,1540.84942995801,1582.86713479101,9,4.5,3.6,3.6,4.5,"30"
"audio/1.wav",42,15.1534578749997,57.2947306249998,9,5.4,2.7,3.6,3.6,"31"
"audio/2.wav",38,95.2730710000005,133.297070333,9,3.6,2.7,3.6,3.6,"31"
"audio/3.wav",40,164.865009667,204.883919458,9,5.4,2.7,2.7,3.6,"31"
"audio/4.wav",33,235.138454625,268.150183042,9,2.7,4.5,3.6,2.7,"31"
"audio/5.wav",43,301.19496425,344.216249583,9,5.4,2.7,2.7,3.6,"31"
"audio/6.wav",34,375.194589375,409.206637542,9,7.2,6.3,6.3,6.3,"31"
"audio/7.wav",45,446.450116292,491.469530458,9,4.5,2.7,2.7,4.5,"31"
"audio/8.wav",40,524.315787125,564.331167583,9,3.6,3.6,3.6,3.6,"31"
"audio/9.wav",38,592.93067675,630.947822083,9,2.7,1.8,3.6,3.6,"31"
"audio/10.wav",38,661.810541542,699.82445625,9,6.3,2.7,3.6,2.7,"31"
"audio/11.wav",27,727.163492458,754.177943458,9,2.7,1.8,2.7,2.7,"31"
"audio/12.wav",39,780.21910525,819.233894958,9,2.7,1.8,1.8,2.7,"31"
"audio/13.wav",40,844.41816825,884.432746625,9,1.8,1.8,1.8,2.7,"31"
"audio/14.wav",43,910.307250208,953.326568667,9,4.5,6.3,6.3,5.4,"31"
"audio/15.wav",19,986.114384,1005.126940125,9,3.6,2.7,2.7,4.5,"31"
"audio/16.wav",42,1031.907668417,1073.922557042,9,4.5,2.7,2.7,3.6,"31"
"audio/17.wav",38,1101.267071958,1139.282561125,9,3.6,3.6,3.6,3.6,"31"
"audio/18.wav",39,1165.218221417,1204.231416875,9,6.3,4.5,5.4,6.3,"31"
"audio/19.wav",44,1235.899303292,1279.915043167,9,3.6,2.7,1.8,3.6,"31"
"audio/20.wav",46,1304.8193125,1350.840293417,9,5.4,3.6,2.7,4.5,"31"
"audio/21.wav",42,1376.885233708,1418.901642708,9,7.2,8.1,9,9,"31"
"audio/1.wav",42,17.2408089159999,59.3945189160004,9,3.6,0.9,0.9,2.7,"32"
"audio/2.wav",38,119.176935291,157.201543791,9,3.6,1.8,1.8,4.5,"32"
"audio/3.wav",40,217.145799541,257.164760041,9,3.6,0.9,0.9,0.9,"32"
"audio/4.wav",33,298.51348225,331.529644333001,9,6.3,8.1,8.1,8.1,"32"
"audio/5.wav",43,378.569276666,421.587867625,9,5.4,4.5,3.6,4.5,"32"
"audio/6.wav",34,480.985361290999,514.999326290999,9,6.3,8.1,5.4,9,"32"
"audio/7.wav",45,562.178301125001,607.197816915999,9,4.5,3.6,3.6,3.6,"32"
"audio/8.wav",40,653.313188624999,693.328068833,8,4.5,5.4,5.4,5.4,"32"
"audio/9.wav",38,747.009467333,785.025563916,9,5.4,4.5,3.6,9,"32"
"audio/10.wav",38,841.74431625,879.758489583,9,3.6,0.9,0.9,2.7,"32"
"audio/11.wav",27,922.744873583,949.759904541001,9,2.7,0.9,1.8,1.8,"32"
"audio/12.wav",39,991.056594583,1030.070991208,9,3.6,2.7,1.8,3.6,"32"
"audio/13.wav",40,1072.617024708,1112.631847208,9,2.7,2.7,1.8,2.7,"32"
"audio/14.wav",43,1150.769334416,1193.789830791,9,3.6,2.7,1.8,4.5,"32"
"audio/15.wav",19,1242.401706833,1261.412737791,9,4.5,3.6,2.7,7.2,"32"
"audio/16.wav",42,1311.377394125,1353.393040333,9,7.2,3.6,3.6,5.4,"32"
"audio/17.wav",38,1403.402396375,1441.417516625,9,4.5,4.5,3.6,4.5,"32"
"audio/18.wav",39,1486.3455475,1525.360270375,9,7.2,5.4,4.5,5.4,"32"
"audio/19.wav",44,1562.07283825,1606.087677708,9,5.4,2.7,1.8,1.8,"32"
"audio/20.wav",46,1646.362591958,1692.384967291,9,3.6,4.5,3.6,3.6,"32"
"audio/21.wav",42,1727.057488041,1769.072096958,9,5.4,3.6,4.5,2.7,"32"
"audio/1.wav",42,47.3739888749999,89.6497244159998,9,5.4,4.5,1.8,3.6,"33"
"audio/2.wav",38,148.965397791,186.990547166,9,4.5,5.4,4.5,8.1,"33"
"audio/3.wav",40,229.88662675,269.905469333,9,7.2,6.3,6.3,5.4,"33"
"audio/4.wav",33,308.605487291,341.621043625,9,8.1,9,7.2,5.4,"33"
"audio/5.wav",43,384.804594291,427.824952375,9,8.1,4.5,3.6,5.4,"33"
"audio/6.wav",34,475.82145375,509.835644208,9,9,9,9,8.1,"33"
"audio/7.wav",45,544.403019583,589.424097458,9,4.5,4.5,0.9,2.7,"33"
"audio/8.wav",40,626.917581791,666.931719375,9,9,9,9,9,"33"
"audio/9.wav",38,717.381904,755.39911125,9,1.8,4.5,3.6,3.6,"33"
